file_nm,element_id,amount,unit_ref,decimals,contextref
aaaa.xbrl,jppfs_cor:intangibleassets,4574000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:intangibleassets,6081000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:investmentsecurities,359902000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:investmentsecurities,387102000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:deferredtaxassetsioa,1571000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:deferredtaxassetsioa,1388000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:otherioa,18568000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:otherioa,17270000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:allowancefordoubtfulaccountsioabygroup,-2206000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:allowancefordoubtfulaccountsioabygroup,-2067000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:investmentsandotherassets,377835000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:investmentsandotherassets,403693000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:noncurrentassets,629106000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:noncurrentassets,675565000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:assets,1688197000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:assets,1796341000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:notespayableaccountspayableforconstructioncontractsandothercns,390395000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:notespayableaccountspayableforconstructioncontractsandothercns,377469000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:shorttermloanspayable,121171000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:shorttermloanspayable,130381000000,,-6,CurrentYearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:currentportionofnonrecourseborrowingscl,7197000000,,-6,Prior1YearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:currentportionofnonrecourseborrowingscl,6472000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:currentportionofbonds,15000000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:currentportionofbonds,10000000000,,-6,CurrentYearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:currentportionofnonrecoursebondspayablecl,659000000,,-6,Prior1YearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:currentportionofnonrecoursebondspayablecl,879000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:incometaxespayable,21284000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:incometaxespayable,20897000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:advancesreceivedonuncompletedconstructioncontractscns,93530000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:advancesreceivedonuncompletedconstructioncontractscns,113053000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:depositsreceived,85343000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:depositsreceived,113278000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:provisionforwarrantiesforcompletedconstruction,3037000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:provisionforwarrantiesforcompletedconstruction,2887000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:provisionforlossonconstructioncontracts,13008000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:provisionforlossonconstructioncontracts,11378000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:provisionfordirectorsbonuses,273000000,,-6,Prior1YearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:reserveforlossonantimonopolyactcl,2000000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:othercl,39966000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:othercl,25690000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:currentliabilities,790868000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:currentliabilities,814388000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:bondspayable,50000000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:bondspayable,60000000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:convertiblebondtypebondswithsubscriptionrightstoshares,30106000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:convertiblebondtypebondswithsubscriptionrightstoshares,30076000000,,-6,CurrentYearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:nonrecoursebondspayablencl,14940000000,,-6,Prior1YearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:nonrecoursebondspayablencl,14060000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:longtermloanspayable,64600000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:longtermloanspayable,51673000000,,-6,CurrentYearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:nonrecourseborrowingsncl,36335000000,,-6,Prior1YearInstant
aaaa.xbrl,jpcrp030000-asr_e00053-000:nonrecourseborrowingsncl,34722000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:deferredtaxliabilitiesncl,32113000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:deferredtaxliabilitiesncl,42196000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:deferredtaxliabilitiesforlandrevaluation,17738000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:deferredtaxliabilitiesforlandrevaluation,17711000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:netdefinedbenefitliability,59915000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:netdefinedbenefitliability,57385000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:otherncl,14699000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:otherncl,17797000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:noncurrentliabilities,320449000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:noncurrentliabilities,325623000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:liabilities,1111318000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:liabilities,1140011000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:capitalstock,74365000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:capitalstock,74365000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:capitalsurplus,43116000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:capitalsurplus,43116000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:retainedearnings,306128000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:retainedearnings,366805000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:treasurystock,-1592000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:treasurystock,-1606000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:shareholdersequity,422017000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:shareholdersequity,482680000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:valuationdifferenceonavailableforsalesecurities,132894000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:valuationdifferenceonavailableforsalesecurities,149282000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:deferredgainsorlossesonhedges,-20000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:deferredgainsorlossesonhedges,-264000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:revaluationreserveforland,26044000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:revaluationreserveforland,25984000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:foreigncurrencytranslationadjustment,-638000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:foreigncurrencytranslationadjustment,-937000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:remeasurementsofdefinedbenefitplans,-8522000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:remeasurementsofdefinedbenefitplans,-5893000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:valuationandtranslationadjustments,149756000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:valuationandtranslationadjustments,168171000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:noncontrollinginterests,5105000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:noncontrollinginterests,5478000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:netassets,576879000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:netassets,656330000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:liabilitiesandnetassets,1688197000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:liabilitiesandnetassets,1796341000000,,-6,CurrentYearInstant
aaaa.xbrl,jppfs_cor:netsalesofcompletedconstructioncontractscns,1410120000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:netsalesofcompletedconstructioncontractscns,1354583000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:netsalesofdevelopmentbusinessandothercns,157306000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:netsalesofdevelopmentbusinessandothercns,164851000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:netsales,1567427000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:netsales,1519435000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:costofsalesofcompletedconstructioncontractscns,1222346000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:costofsalesofcompletedconstructioncontractscns,1172603000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:costofsalesondevelopmentbusinessandothercns,135460000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:costofsalesondevelopmentbusinessandothercns,143414000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:costofsales,1357806000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:costofsales,1316018000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:grossprofitoncompletedconstructioncontractscns,187774000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:grossprofitoncompletedconstructioncontractscns,181980000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:grossprofitondevelopmentbusinessandothercns,21845000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:grossprofitondevelopmentbusinessandothercns,21436000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:grossprofit,209620000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:grossprofit,203417000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:sellinggeneralandadministrativeexpenses,80784000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:sellinggeneralandadministrativeexpenses,82043000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:operatingincome,128835000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:operatingincome,121373000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:interestincomenoi,1033000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:interestincomenoi,1088000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:dividendsincomenoi,4630000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:dividendsincomenoi,4991000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:othernoi,2474000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:othernoi,1992000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:nonoperatingincome,8137000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:nonoperatingincome,8072000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:interestexpensesnoe,2842000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:interestexpensesnoe,2452000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:othernoe,2932000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:othernoe,2862000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:nonoperatingexpenses,5775000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:nonoperatingexpenses,5315000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:ordinaryincome,131197000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:ordinaryincome,124130000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:gainonsalesofnoncurrentassetsei,1719000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:gainonsalesofnoncurrentassetsei,6255000000,,-6,CurrentYearDuration
aaaa.xbrl,jpcrp030000-asr_e00053-000:reversalofreserveforexpectedlossesonaffiliatesbusinessesei,4367000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:extraordinaryincome,6087000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:extraordinaryincome,6255000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:lossonsalesofnoncurrentassetsel,13000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:lossonsalesofnoncurrentassetsel,2000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:lossonvaluationofinvestmentsecuritiesel,172000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:lossonvaluationofinvestmentsecuritiesel,55000000,,-6,CurrentYearDuration
aaaa.xbrl,jpcrp030000-asr_e00053-000:provisionforlossonantimonopolyactel,2000000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:extraordinaryloss,186000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:extraordinaryloss,2058000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:incomebeforeincometaxes,137098000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:incomebeforeincometaxes,128326000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:incometaxescurrent,35076000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:incometaxescurrent,36633000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:incometaxesdeferred,2877000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:incometaxesdeferred,6555000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:incometaxes,37953000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:incometaxes,43188000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:profitloss,99144000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:profitloss,85137000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:profitlossattributabletononcontrollinginterests,198000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:profitlossattributabletononcontrollinginterests,159000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:profitlossattributabletoownersofparent,98946000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:profitlossattributabletoownersofparent,84978000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:profitloss,99144000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:profitloss,85137000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:valuationdifferenceonavailableforsalesecuritiesnetoftaxoci,980000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:valuationdifferenceonavailableforsalesecuritiesnetoftaxoci,16467000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:deferredgainsorlossesonhedgesnetoftaxoci,-56000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:deferredgainsorlossesonhedgesnetoftaxoci,-123000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:foreigncurrencytranslationadjustmentnetoftaxoci,-1454000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:foreigncurrencytranslationadjustmentnetoftaxoci,-141000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:remeasurementsofdefinedbenefitplansnetoftaxoci,5208000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:remeasurementsofdefinedbenefitplansnetoftaxoci,2602000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:shareofothercomprehensiveincomeofassociatesaccountedforusingequitymethodoci,41000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:shareofothercomprehensiveincomeofassociatesaccountedforusingequitymethodoci,-141000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:othercomprehensiveincome,4719000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:othercomprehensiveincome,18664000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:comprehensiveincome,103864000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:comprehensiveincome,103802000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:comprehensiveincomeattributabletoownersoftheparent,103693000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:comprehensiveincomeattributabletoownersoftheparent,103454000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:comprehensiveincomeattributabletononcontrollinginterests,170000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:comprehensiveincomeattributabletononcontrollinginterests,348000000,,-6,CurrentYearDuration
aaaa.xbrl,jppfs_cor:netassets,74365000000,,-6,Prior2YearInstant_CapitalStockMember
aaaa.xbrl,jppfs_cor:netassets,43155000000,,-6,Prior2YearInstant_CapitalSurplusMember
aaaa.xbrl,jppfs_cor:netassets,219507000000,,-6,Prior2YearInstant_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:netassets,-1571000000,,-6,Prior2YearInstant_TreasuryStockMember
aaaa.xbrl,jppfs_cor:netassets,335457000000,,-6,Prior2YearInstant_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:dividendsfromsurplus,-12574000000,,-6,Prior1YearDuration_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:dividendsfromsurplus,-12574000000,,-6,Prior1YearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:profitlossattributabletoownersofparent,98946000000,,-6,Prior1YearDuration_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:profitlossattributabletoownersofparent,98946000000,,-6,Prior1YearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:reversalofrevaluationreserveforland,249000000,,-6,Prior1YearDuration_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:reversalofrevaluationreserveforland,249000000,,-6,Prior1YearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:purchaseoftreasurystock,-21000000,,-6,Prior1YearDuration_TreasuryStockMember
aaaa.xbrl,jppfs_cor:purchaseoftreasurystock,-21000000,,-6,Prior1YearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:disposaloftreasurystock,0,,-6,Prior1YearDuration_CapitalSurplusMember
aaaa.xbrl,jppfs_cor:disposaloftreasurystock,0,,-6,Prior1YearDuration_TreasuryStockMember
aaaa.xbrl,jppfs_cor:disposaloftreasurystock,1000000,,-6,Prior1YearDuration_ShareholdersEquityMember
aaaa.xbrl,jpcrp030000-asr_e00053-000:increaseordecreaseofsharesofconsolidatedsubsidiaries,-40000000,,-6,Prior1YearDuration_CapitalSurplusMember
aaaa.xbrl,jpcrp030000-asr_e00053-000:increaseordecreaseofsharesofconsolidatedsubsidiaries,-40000000,,-6,Prior1YearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,-39000000,,-6,Prior1YearDuration_CapitalSurplusMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,86621000000,,-6,Prior1YearDuration_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,-21000000,,-6,Prior1YearDuration_TreasuryStockMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,86560000000,,-6,Prior1YearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:netassets,74365000000,,-6,Prior1YearInstant_CapitalStockMember
aaaa.xbrl,jppfs_cor:netassets,43116000000,,-6,Prior1YearInstant_CapitalSurplusMember
aaaa.xbrl,jppfs_cor:netassets,306128000000,,-6,Prior1YearInstant_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:netassets,-1592000000,,-6,Prior1YearInstant_TreasuryStockMember
aaaa.xbrl,jppfs_cor:netassets,422017000000,,-6,Prior1YearInstant_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:netassets,131849000000,,-6,Prior2YearInstant_ValuationDifferenceOnAvailableForSaleSecuritiesMember
aaaa.xbrl,jppfs_cor:netassets,15000000,,-6,Prior2YearInstant_DeferredGainsOrLossesOnHedgesMember
aaaa.xbrl,jppfs_cor:netassets,26293000000,,-6,Prior2YearInstant_RevaluationReserveForLandMember
aaaa.xbrl,jppfs_cor:netassets,756000000,,-6,Prior2YearInstant_ForeignCurrencyTranslationAdjustmentMember
aaaa.xbrl,jppfs_cor:netassets,-13656000000,,-6,Prior2YearInstant_RemeasurementsOfDefinedBenefitPlansMember
aaaa.xbrl,jppfs_cor:netassets,145258000000,,-6,Prior2YearInstant_ValuationAndTranslationAdjustmentsMember
aaaa.xbrl,jppfs_cor:netassets,4939000000,,-6,Prior2YearInstant_NonControllingInterestsMember
aaaa.xbrl,jppfs_cor:netassets,485655000000,,-6,Prior2YearInstant
aaaa.xbrl,jppfs_cor:dividendsfromsurplus,-12574000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:profitlossattributabletoownersofparent,98946000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:reversalofrevaluationreserveforland,249000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:purchaseoftreasurystock,-21000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:disposaloftreasurystock,1000000,,-6,Prior1YearDuration
aaaa.xbrl,jpcrp030000-asr_e00053-000:increaseordecreaseofsharesofconsolidatedsubsidiaries,40000000,,-6,Prior1YearDuration_NonControllingInterestsMember
aaaa.xbrl,jppfs_cor:netchangesofitemsotherthanshareholdersequity,1044000000,,-6,Prior1YearDuration_ValuationDifferenceOnAvailableForSaleSecuritiesMember
aaaa.xbrl,jppfs_cor:netchangesofitemsotherthanshareholdersequity,-36000000,,-6,Prior1YearDuration_DeferredGainsOrLossesOnHedgesMember
aaaa.xbrl,jppfs_cor:netchangesofitemsotherthanshareholdersequity,-249000000,,-6,Prior1YearDuration_RevaluationReserveForLandMember
aaaa.xbrl,jppfs_cor:netchangesofitemsotherthanshareholdersequity,-1395000000,,-6,Prior1YearDuration_ForeignCurrencyTranslationAdjustmentMember
aaaa.xbrl,jppfs_cor:netchangesofitemsotherthanshareholdersequity,5134000000,,-6,Prior1YearDuration_RemeasurementsOfDefinedBenefitPlansMember
aaaa.xbrl,jppfs_cor:netchangesofitemsotherthanshareholdersequity,4498000000,,-6,Prior1YearDuration_ValuationAndTranslationAdjustmentsMember
aaaa.xbrl,jppfs_cor:netchangesofitemsotherthanshareholdersequity,125000000,,-6,Prior1YearDuration_NonControllingInterestsMember
aaaa.xbrl,jppfs_cor:netchangesofitemsotherthanshareholdersequity,4623000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,1044000000,,-6,Prior1YearDuration_ValuationDifferenceOnAvailableForSaleSecuritiesMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,-36000000,,-6,Prior1YearDuration_DeferredGainsOrLossesOnHedgesMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,-249000000,,-6,Prior1YearDuration_RevaluationReserveForLandMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,-1395000000,,-6,Prior1YearDuration_ForeignCurrencyTranslationAdjustmentMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,5134000000,,-6,Prior1YearDuration_RemeasurementsOfDefinedBenefitPlansMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,4498000000,,-6,Prior1YearDuration_ValuationAndTranslationAdjustmentsMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,165000000,,-6,Prior1YearDuration_NonControllingInterestsMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,91223000000,,-6,Prior1YearDuration
aaaa.xbrl,jppfs_cor:netassets,132894000000,,-6,Prior1YearInstant_ValuationDifferenceOnAvailableForSaleSecuritiesMember
aaaa.xbrl,jppfs_cor:netassets,-20000000,,-6,Prior1YearInstant_DeferredGainsOrLossesOnHedgesMember
aaaa.xbrl,jppfs_cor:netassets,26044000000,,-6,Prior1YearInstant_RevaluationReserveForLandMember
aaaa.xbrl,jppfs_cor:netassets,-638000000,,-6,Prior1YearInstant_ForeignCurrencyTranslationAdjustmentMember
aaaa.xbrl,jppfs_cor:netassets,-8522000000,,-6,Prior1YearInstant_RemeasurementsOfDefinedBenefitPlansMember
aaaa.xbrl,jppfs_cor:netassets,149756000000,,-6,Prior1YearInstant_ValuationAndTranslationAdjustmentsMember
aaaa.xbrl,jppfs_cor:netassets,5105000000,,-6,Prior1YearInstant_NonControllingInterestsMember
aaaa.xbrl,jppfs_cor:netassets,576879000000,,-6,Prior1YearInstant
aaaa.xbrl,jppfs_cor:netassets,74365000000,,-6,Prior1YearInstant_CapitalStockMember
aaaa.xbrl,jppfs_cor:netassets,43116000000,,-6,Prior1YearInstant_CapitalSurplusMember
aaaa.xbrl,jppfs_cor:netassets,306128000000,,-6,Prior1YearInstant_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:netassets,-1592000000,,-6,Prior1YearInstant_TreasuryStockMember
aaaa.xbrl,jppfs_cor:netassets,422017000000,,-6,Prior1YearInstant_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:dividendsfromsurplus,-24362000000,,-6,CurrentYearDuration_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:dividendsfromsurplus,-24362000000,,-6,CurrentYearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:profitlossattributabletoownersofparent,84978000000,,-6,CurrentYearDuration_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:profitlossattributabletoownersofparent,84978000000,,-6,CurrentYearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:reversalofrevaluationreserveforland,60000000,,-6,CurrentYearDuration_RetainedEarningsMember
aaaa.xbrl,jppfs_cor:reversalofrevaluationreserveforland,60000000,,-6,CurrentYearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:purchaseoftreasurystock,-13000000,,-6,CurrentYearDuration_TreasuryStockMember
aaaa.xbrl,jppfs_cor:purchaseoftreasurystock,-13000000,,-6,CurrentYearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:disposaloftreasurystock,0,,-6,CurrentYearDuration_CapitalSurplusMember
aaaa.xbrl,jppfs_cor:disposaloftreasurystock,0,,-6,CurrentYearDuration_TreasuryStockMember
aaaa.xbrl,jppfs_cor:disposaloftreasurystock,0,,-6,CurrentYearDuration_ShareholdersEquityMember
aaaa.xbrl,jppfs_cor:totalchangesofitemsduringtheperiod,0,,-6,CurrentYearDuration_CapitalSurplusMember
